Gene ID,Entrez Gene ID,Gene Symbol,Gene Name,Organism,Unigene ID,Ensembl ID,UniProt ID,Alias,Lifespan Effect,Phenotype Description,Longevity Influence,Max Lifespan Change,Avg Lifespan Change,Method,Bibliographic reference
2147,176183,met-2,Histone-lysine N-methyltransferase met-2,Caenorhabditis elegans,,,,,decrease,Met-2 downregulation in worms shortened median lifespan by 23%. Downregulation of met-2 partially suppressed lifespan extension as a consequence of cco-1 downregulation. When met-2 was downregulated along with atfs-1 it restored the lifespan of cco-1 RNAi treated animals back to the level of the wild type.,pro,,23,RNA interference,"4416: Tian et al. (2016) ""Mitochondrial Stress Induces Chromatin Reorganization to Promote Longevity and UPR(mt).""  Cell 165(5):1197-1208 (27133166)"
435,260040,mev-1,Abnormal MEthyl Viologen sensitivity,Caenorhabditis elegans,Cel.6305,T07C4.7,,,decrease,Mutants are hypersensitive to raised oxygen concentrations and their lifespan decreases dramatically as oxygen concentrations increase.,,,,Mutation,"799: Ishii et al. (1998) ""A mutation in succinate dehydrogenase cytochrome b causes oxidative stress and ageing in nematodes.""  Nature 394(6694):694-697 (9716135)"
435,260040,mev-1,Abnormal MEthyl Viologen sensitivity,Caenorhabditis elegans,Cel.6305,T07C4.7,,,decrease,Worm mutants had a decreased lifespan.,pro,,,Mutation,"2486: Kayser et al. (2004) ""Mitochondrial oxidative phosphorylation is defective in the long-lived mutant clk-1.""  J. Biol. Chem. 279(52):54479-54486 (15269213)"
1750,174752,mfn-1,Protein MFN-1,Caenorhabditis elegans,,,,,increase,"Reduction of mitoferrin through RNAi results in small body size, reduced fecundity, slow movement and increased sensitivity to paraquat, but also in an increased lifespan of 50% to 80% compared to the N2 wild type worms strain.",anti,77,64,RNA interference,"3231: Ren et al. (2012) ""Reduction of mitoferrin results in abnormal development and extended lifespan in Caenorhabditis elegans.""  PLoS ONE 7(1):e29666 (22253756)"
2011,179475,mics-1,MItoChondrial Scaffolding protei,Caenorhabditis elegans,0.499,,,,increase,"RNA interference (or mutations) of mics-1 results in mutants with enhanced longevity when compated to HT115 wild-type controls (mean lifespan up to 54% higher). Additionally, termal stress of mics-1 mutants display lower reactive oxygen species production.",anti,,54,RNA interference,"3561: Hoffmann et al. (2012) ""MICS-1 interacts with mitochondrial ATAD-3 and modulates lifespan in C. elegans.""  Exp. Gerontol. 47(3):270-275 (22245785)"
2164,3565990,mir-124,mir-124,Caenorhabditis elegans,,,,,increase,"Worms overexpressing the miRNA, miR-124 demonstrated an increase in mean lifespan (17%) when compared to the WT.",pro,,16,Overexpression,"3503: Wang et al. (2015) ""miR-124/ATF-6, a novel lifespan extension pathway of Astragalus polysaccharide in Caenorhabditis elegans.""  J. Cell. Biochem. 116(2):242-251 (25186652)"
2168,3564977,mir-238,mir-238,Caenorhabditis elegans,,,,,increase,Mir-239.1 loss of function mutant worms demonstrated a 20% increase in lifespan. In contrast worms overexpressing mir-246 showed an 2% decrease in mean lifespan.,anti,,20,Mutation,"4427: de Lencastre et al. (2010) ""MicroRNAs both promote and antagonize longevity in C. elegans.""  Curr. Biol. 20(24):2159-2168 (21129974)"
2169,3565806,mir-238,mir-238,Caenorhabditis elegans,,,,,decrease,Mir-238 loss of function mutant worms demonstrated a 19% decrease in lifespan. In addition mir-238 was found to be highly upregulated during ageing.,pro,,19,Mutation,"4427: de Lencastre et al. (2010) ""MicroRNAs both promote and antagonize longevity in C. elegans.""  Curr. Biol. 20(24):2159-2168 (21129974)"
2167,3565660,mir-246,mir-246,Caenorhabditis elegans,,,,,decrease,Mir-246 loss of function mutant worms demonstrated a 10% decrease in lifespan. In contrast worms overexpressing mir-246 showed an 3% increase in mean lifespan. In addition mir-246 was found to be highly upregulated during ageing.,pro,,10,Mutation,"4427: de Lencastre et al. (2010) ""MicroRNAs both promote and antagonize longevity in C. elegans.""  Curr. Biol. 20(24):2159-2168 (21129974)"
2165,260162,mir-34,mir-34,Caenorhabditis elegans,,,,,increase,Mir-34 loss of function mutant worms showed a 62% increase in mean lifespan. The worms also demonstrated a 47% increase in fast pharyngeal pumping and a 78% increase in fast moving span. Maximum lifespan was increased compared to wild type worms.,anti,80,62,Mutation,"4426: Yang et al. (2013) ""MiR-34 modulates Caenorhabditis elegans lifespan via repressing the autophagy gene atg9.""  Age (Dordr) 35(1):11-22 (22081425)"
2166,260100,mir-71,mir-71,Caenorhabditis elegans,,,,,decrease,Mir-71 loss of function mutant worms demonstrated a 48% decrease in lifespan. In contrast worms overexpressing mir-71 showed an 8% increase in mean lifespan. In addition mir-71 was found to be highly upregulated during ageing.,pro,,48,Mutation,"4427: de Lencastre et al. (2010) ""MicroRNAs both promote and antagonize longevity in C. elegans.""  Curr. Biol. 20(24):2159-2168 (21129974)"
2175,3565575,mir-80,microRNA-80,Caenorhabditis elegans,,,,,increase,Deletion of mir-80 in worms resulted in increased lifespan and healthspan compared to wild type worms. Average age at 75% mortality was increased by 24%. Pharyngeal pumping rates were maintained significantly later into life. Locomotory ageing was also delayed without altering behaviour. These effects were exerted via a dietary restriction mechanism.,anti,,,Deletion,"4432: Vora et al. (2013) ""Deletion of microRNA-80 activates dietary restriction to extend C. elegans healthspan and lifespan.""  PLoS Genet. 9(8):e1003737 (24009527)"
2095,177238,miro-1,Mitochondrial Rho GTPase 1,Caenorhabditis elegans,,,,,increase,Downregulation of miro-1 simultaneously in multiple tissues resulted in an increase in lifespan. In addition the amount of mitochondria in miro-1 mutants was approximately 50% of the wild type.,anti,,50,RNA interference,"4398: Shen et al. (2016) ""C. elegans miro-1 Mutation Reduces the Amount of Mitochondria and Extends Life Span.""  PLoS ONE 11(4):e0153233 (27064409)"
437,185682,mkk-4,MKK (MAP Kinase Kinase) homolog,Caenorhabditis elegans,Cel.1019,F42G10.2,,,decrease,Mutation reduced maximum lifespan 23%.,anti,23,,Mutation,"2283: Shen et al. (2007) ""Involvement of genes required for synaptic function in aging control in C. elegans.""  Neurosci Bull 23(1):21-29 (17592521)"
2161,176050,mml-1,Myc and Mondo-Like,Caenorhabditis elegans,,,,,decrease,Downregulation of mml-1 in worms decreased median lifespan by 10%. In glp-1 mutants downregulation of mml-1 abolished lifespan extension and median lifespan was 65% lower. In addition mm-1 overexpression was found to modestly (but significantly) extend lifespan of wild type worms.,pro,,10,RNA interference,"4420: Nakamura et al. (2016) ""Mondo complexes regulate TFEB via TOR inhibition to promote longevity in response to gonadal signals.""  Nat Commun 7:10944 (27001890)"
438,174623,mnk-1,MAP kinase iNtegrating Kinase (MNK) homolog,Caenorhabditis elegans,Cel.7449,R166.5,,,decrease,RNA interference shortened wild-type (20%) and ife-2 mutant (15%) maximum lifespan.,pro,20,,RNA interference,"2321: Syntichaki et al. (2007) ""eIF4E function in somatic cells modulates ageing in Caenorhabditis elegans.""  Nature 445(7130):922-926 (17277769)"
440,171879,mod-5,Modulation Of locomotion Defective,Caenorhabditis elegans,Cel.16354,Y54E10BR.7,,,decrease,Knockouts show a modest life-shortening effect.,pro,,,Knockout,"2323: Murakami and Murakami (2007) ""Serotonin receptors antagonistically modulate Caenorhabditis elegans longevity.""  Aging Cell 6(4):483-488 (17559503)"
961,175545,mpk-1,MAP Kinase,Caenorhabditis elegans,,F43C1.2,,,decrease,11% mean decrease in lifespan,pro,,11,RNA interference,"2418: Xue et al. (2007) ""A modular network model of aging.""  Mol. Syst. Biol. 3:147 (18059442)"
961,175545,mpk-1,MAP Kinase,Caenorhabditis elegans,,F43C1.2,,,decrease,RNA interference of mpk-1 results in a decrease in lifespan.,pro,,16,RNA interference,"3564: Okuyama et al. (2010) ""The ERK-MAPK pathway regulates longevity through SKN-1 and insulin-like signaling in Caenorhabditis elegans.""  J. Biol. Chem. 285(39):30274-30281 (20624915)"
962,174657,mpz-1,Multiple PDZ domain protein,Caenorhabditis elegans,,C52A11.4,,,increase,Wild-type animals treated with mpz-1 RNAi exhibited a 31% increase in average lifespan compared to untreated wild-type animals.,anti,,31,RNA interference,"2422: Palmitessa and Benovic (2010) ""Arrestin and the multi-PDZ domain-containing protein MPZ-1 interact with phosphatase and tensin homolog (PTEN) and regulate Caenorhabditis elegans longevity.""  J. Biol. Chem. 285(20):15187-15200 (20207731)"
665,177736,mpz-2,Temporarily Assigned Gene name,Caenorhabditis elegans,Cel.20142,C01F6.6,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
442,181587,mrp-5,Multidrug Resistance Protein family,Caenorhabditis elegans,Cel.7495,F14F4.3,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"2235: Lee et al. (2003) ""A systematic RNAi screen identifies a critical role for mitochondria in C. elegans longevity.""  Nat. Genet. 33(1):40-48 (12447374)"
382,186840,mrpl-10,Protein MRPL-10,Caenorhabditis elegans,Cel.14838,K01C8.6,,,increase,RNA interference in adulthood resulted in a 17% lifespan extension.,anti,,17,RNA interference,"2246: Chen et al. (2007) ""Longevity determined by developmental arrest genes in Caenorhabditis elegans.""  Aging Cell 6(4):525-533 (17521386)"
730,176495,mrpl-12,Protein MRPL-12,Caenorhabditis elegans,Cel.9918,W09D10.3,,,increase,RNA interference increased mean lifespan by 51%.,anti,,51,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
1805,176903,mrpl-2,Protein MRPL-2,Caenorhabditis elegans,,,,,increase,Knockdown of mrpl-2 increased lifespan by 54%.,anti,,54,RNA interference,"3255: Houtkooper et al. (2013) ""Mitonuclear protein imbalance as a conserved longevity mechanism.""  Nature 497(7450):451-457 (23698443)"
273,172204,mrpl-24,Protein MRPL-24,Caenorhabditis elegans,Cel.18571,F59A3.3,,,increase,RNA interference in adulthood resulted in a 14% mean lifespan extension.,anti,,14,RNA interference,"2246: Chen et al. (2007) ""Longevity determined by developmental arrest genes in Caenorhabditis elegans.""  Aging Cell 6(4):525-533 (17521386)"
1806,175001,mrpl-37,Protein MRPL-37,Caenorhabditis elegans,,,,,increase,Knockdown of mrpl-37 increased lifespan by 41%.,anti,,41,RNA interference,"3255: Houtkooper et al. (2013) ""Mitonuclear protein imbalance as a conserved longevity mechanism.""  Nature 497(7450):451-457 (23698443)"
33,172164,mrpl-47,Protein MRPL-47,Caenorhabditis elegans,Cel.19301,B0261.4,,,increase,RNA interference results in about 20% lifespan extension.,anti,,20,RNA interference,"2235: Lee et al. (2003) ""A systematic RNAi screen identifies a critical role for mitochondria in C. elegans longevity.""  Nat. Genet. 33(1):40-48 (12447374)"
33,172164,mrpl-47,Protein MRPL-47,Caenorhabditis elegans,Cel.19301,B0261.4,,,increase,Life span extension.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
647,174422,mrpl-50,Protein MRPL-50,Caenorhabditis elegans,Cel.14324,T21B10.1,,,increase,RNA interference in adulthood extended mean lifespan by 17%.,anti,,17,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
740,189618,mrps-10,Protein MRPS-10,Caenorhabditis elegans,Cel.8687,Y37D8A.18,,,increase,RNA interference increased mean lifespan by 39%.,anti,,39,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
661,172957,mrps-30,Temporarily Assigned Gene name,Caenorhabditis elegans,Cel.19286,B0511.8,,,increase,RNA interference in adulthood extended mean lifespan by 21%.,anti,,21,RNA interference,"2246: Chen et al. (2007) ""Longevity determined by developmental arrest genes in Caenorhabditis elegans.""  Aging Cell 6(4):525-533 (17521386)"
237,184770,mrps-33,Protein MRPS-33,Caenorhabditis elegans,Cel.13091,F21D5.8,,,increase,RNA interference increased mean lifespan by 36%.,anti,,36,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
1803,179721,mrps-5,Protein MRPS-5,Caenorhabditis elegans,,,,,increase,Knockdown of mrps-5 increased lifespan by 60%.,anti,,60,RNA interference,"3255: Houtkooper et al. (2013) ""Mitonuclear protein imbalance as a conserved longevity mechanism.""  Nature 497(7450):451-457 (23698443)"
231,184267,mrps-9,Protein MRPS-9,Caenorhabditis elegans,Cel.10624,F09G8.3,,,increase,RNA interference increased mean lifespan by 60%.,anti,,60,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
259,174207,mtch-1,Protein MTCH-1,Caenorhabditis elegans,Cel.6405,F43E2.7,,,increase,RNA interference post-development extended mean lifespan by 21%.,anti,,21,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
448,179899,mtl-2,MeTaLlothionein,Caenorhabditis elegans,Cel.33662,T08G5.10,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"315: Murphy et al. (2003) ""Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans.""  Nature 424(6946):277-283 (12845331)"
963,175490,mtm-3,MTM (myotubularin) famil,Caenorhabditis elegans,,T24A11.1,,,decrease,Loss of ceMTM3 function causes muscle deterioration in C. elegans. 40% reduction in MLS was observed,pro,40,,RNA interference,"2445: Ma et al. (2008) ""Characterization and functional studies of a FYVE domain-containing phosphatase in C. elegans.""  J. Cell. Biochem. 104(5):1843-1852 (18393358)"
746,175863,mvk-1,Y42G9A.4b,Caenorhabditis elegans,Cel.6499,Y42G9A.4,,,decrease,RNA interference decreased median lifespan by 14% in wild type animals and 33% in daf-2 mutants.,pro,,14,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
449,175184,mxl-2,MaX-Like,Caenorhabditis elegans,Cel.10506,F40G9.11,,,decrease,"RNA interference decreased median lifespan by 7% in wild type animals, 39% in a daf-2 background and 27% in daf-2/daf-16 double mutants.",pro,,7,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
452,187898,nac-2,NADC (Na+-coupled dicarboxylate transporter) family,Caenorhabditis elegans,Cel.10163,R107.1,,,increase,RNA interference knockdown leads to an increase in average (19%) and maximal lifespan (50%).,anti,50,19,RNA interference,"2328: Fei et al. (2004) ""Relevance of NAC-2, an Na+-coupled citrate transporter, to life span, body size and fat content in Caenorhabditis elegans.""  Biochem. J. 379(Pt 1):191-198 (14678010)"
453,176429,nac-3,NADC (Na+-coupled dicarboxylate transporter) family,Caenorhabditis elegans,Cel.8083,K08E5.2,,,increase,RNA interference knockdown leads to an increase in average (15%).,anti,,15,RNA interference,"2174: Fei et al. (2003) ""Structural and functional characteristics of two sodium-coupled dicarboxylate transporters (ceNaDC1 and ceNaDC2) from Caenorhabditis elegans and their relevance to life span.""  J. Biol. Chem. 278(8):6136-6144 (12480943)"
471,172442,nars-1,asparagiNyl tRNA Synthetase,Caenorhabditis elegans,Cel.23239,F22D6.3,,,increase,RNA interference in adulthood resulted in a 11% mean lifespan extension.,anti,,11,RNA interference,"2246: Chen et al. (2007) ""Longevity determined by developmental arrest genes in Caenorhabditis elegans.""  Aging Cell 6(4):525-533 (17521386)"
454,180407,nas-38,Nematode AStacin protease,Caenorhabditis elegans,Cel.19843,F57C12.1,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
964,184953,ncbp-2,Nuclear Cap-Binding Protein,Caenorhabditis elegans,,F26A3.2,,,decrease,24% mean lifespan reduction,pro,,24,RNA interference,"2418: Xue et al. (2007) ""A modular network model of aging.""  Mol. Syst. Biol. 3:147 (18059442)"
1875,175582,ndg-4,hypothetical protein,Caenorhabditis elegans,0.767,,,,increase,"Ndg-4 mutants are more resistant to stress, more termoresistant and live longer than wild type worms (by 71%).",anti,,71,Mutation,"3499: Brejning et al. (2014) ""Loss of NDG-4 extends lifespan and stress resistance in Caenorhabditis elegans.""  Aging Cell 13(1):156-164 (24286221)"
2114,172939,ndk-1,Nucleoside diphosphate kinase,Caenorhabditis elegans,,,,,increase,In a large scale screen downregulation of ndk-1 in worms increased mean lifespan by >5%.,anti,,,RNA interference,"4413: Mansfeld et al. (2015) ""Branched-chain amino acid catabolism is a conserved regulator of physiological ageing.""  Nat Commun 6:10043 (26620638)"
667,188912,nduf-2.2,NADH Ubiquinone oxidoreductase Fe-S protein,Caenorhabditis elegans,Cel.9985,T26A5.3,,,increase,RNA interference increased mean lifespan by 20%.,anti,,20,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
460,174225,nfi-1,NFI (Nuclear Factor I) family,Caenorhabditis elegans,Cel.4991,ZK1290.4,,,decrease,"Deletion results in animals with defects in movement, pharyngeal pumping and egg-laying, and with a reduced lifespan.",pro,,,Deletion,"2332: Lazakovitch et al. (2005) ""nfi-I affects behavior and life-span in C. elegans but is not essential for DNA replication or survival.""  BMC Dev. Biol. 5:24 (16242019)"
1824,187340,nhr-119,Protein NHR-119,Caenorhabditis elegans,,,,,decrease,"Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.",pro,,10,RNA interference,"3265: Walter et al. (2011) ""The homeobox protein CEH-23 mediates prolonged longevity in response to impaired mitochondrial electron transport chain in C. elegans.""  PLoS Biol. 9(6):e1001084 (21713031)"
461,181102,nhr-14,Nuclear Hormone Receptor family,Caenorhabditis elegans,Cel.630,T01B10.4,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
462,182565,nhr-154,Nuclear Hormone Receptor family,Caenorhabditis elegans,Cel.25806,C13C4.2,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
1780,172460,nhr-23,Protein NHR-23,Caenorhabditis elegans,,,,,increase,Post-developmental RNAi of nhr-23 extends lifespan of wild type worms.,anti,8.7,4.9,Post-developmental RNA interference,"3241: Tacutu et al. (2012) ""Prediction of C. elegans longevity genes by human and worm longevity networks.""  PLoS ONE 7(10):e48282 (23144747)"
1828,181432,nhr-25,Protein NHR-25,Caenorhabditis elegans,,,,,decrease,"Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.",pro,,8,RNA interference,"3265: Walter et al. (2011) ""The homeobox protein CEH-23 mediates prolonged longevity in response to impaired mitochondrial electron transport chain in C. elegans.""  PLoS Biol. 9(6):e1001084 (21713031)"
1829,185603,nhr-265,Protein NHR-265,Caenorhabditis elegans,,,,,increase,"Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.",anti,,4,RNA interference,"3265: Walter et al. (2011) ""The homeobox protein CEH-23 mediates prolonged longevity in response to impaired mitochondrial electron transport chain in C. elegans.""  PLoS Biol. 9(6):e1001084 (21713031)"
463,172839,nhr-49,Nuclear Hormone Receptor family,Caenorhabditis elegans,Cel.17842,K10C3.6,,,decrease,RNA interference shortened lifespan and altered fatty acid composition.,pro,,,RNA interference,"2292: Van Gilst et al. (2005) ""Nuclear hormone receptor NHR-49 controls fat consumption and fatty acid composition in C. elegans.""  PLoS Biol. 3(2):e53 (15719061)"
463,172839,nhr-49,Nuclear Hormone Receptor family,Caenorhabditis elegans,Cel.17842,K10C3.6,,,decrease,"Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.",pro,,56,RNA interference,"3265: Walter et al. (2011) ""The homeobox protein CEH-23 mediates prolonged longevity in response to impaired mitochondrial electron transport chain in C. elegans.""  PLoS Biol. 9(6):e1001084 (21713031)"
1822,191726,nhr-77,Protein NHR-77,Caenorhabditis elegans,,,,,decrease,"Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.",pro,,7,RNA interference,"3265: Walter et al. (2011) ""The homeobox protein CEH-23 mediates prolonged longevity in response to impaired mitochondrial electron transport chain in C. elegans.""  PLoS Biol. 9(6):e1001084 (21713031)"
1952,177551,nhr-8,Nuclear hormone receptor family member nhr-8,Caenorhabditis elegans,0.18186,,,,decrease,"NHR-8 mutants display a 28-35% shorter lifespan than their N2 wild-type counterparts. The extent of lifespan reduction 28-35%) is dependant on the cholesterol level in their diet, however lifespan was reduced at all tested concentrations.",pro,,35,Mutation,"3540: Magner et al. (2013) ""The NHR-8 nuclear receptor regulates cholesterol and bile acid homeostasis in C. elegans.""  Cell Metab. 18(2):212-224 (23931753)"
464,174242,nhx-2,Na/H eXchanger,Caenorhabditis elegans,Cel.9292,B0495.4,,,increase,Gene inactivation by RNA interference led to a loss of fat stores in the intestine and a 40% increase in lifespan.,anti,,40,RNA interference,"2333: Nehrke (2003) ""A reduction in intestinal cell pHi due to loss of the Caenorhabditis elegans Na+/H+ exchanger NHX-2 increases life span.""  J. Biol. Chem. 278(45):44657-44666 (12939266)"
1804,3565648,nkcc-1,Protein NKCC-1,Caenorhabditis elegans,,,,,increase,Knockdown of nkcc-1 increased lifespan by 23%.,anti,,23,RNA interference,"3255: Houtkooper et al. (2013) ""Mitonuclear protein imbalance as a conserved longevity mechanism.""  Nature 497(7450):451-457 (23698443)"
965,184647,nlp-7,Neuropeptide-like protein genes family,Caenorhabditis elegans,,F18E9.2,,,decrease,"nlp-7 RNAi decreased mean LS by 10% compared to WT. RNAi of nlp-7 or cup-4 significantly reduces the life span of the eat-2 mutant, a genetic model of dietary restriction, but has no effect on the life span of long-lived mutants resulting from reduced insulin/ IGF-1 signaling or dysfunction of the mitochondrial electron transport chain. The life-span extension observed in wild-type N2 worms by dietary restriction using bacterial dilution is prevented significantly in nlp-7 and cup-4 mutants.",pro,,10,RNA interference,"2429: Park et al. (2009) ""Oxidative stress and longevity in Caenorhabditis elegans as mediated by SKN-1.""  Aging Cell 8(3):258-269 (19627265)"
465,180884,nnt-1,Nicotinamide Nucleotide Transhydrogenase,Caenorhabditis elegans,Cel.30607,C15H9.1,,,decrease,"nnt-1 appears to inhibit the growth of gld-1 tumours. RNA interference reduced mean lifespan up to 18% in wild type animals, 20% in daf-2 mutants and 16% in daf-2/gld-1 mutants.",pro,,18,RNA interference,"2291: Pinkston-Gosse and Kenyon (2007) ""DAF-16/FOXO targets genes that regulate tumor growth in Caenorhabditis elegans.""  Nat. Genet. 39(11):1403-1409 (17934462)"
727,173437,nol-1,NucleOLar protein,Caenorhabditis elegans,Cel.34845,W07E6.1,,,increase,RNA interference in adulthood extended mean lifespan by 31%.,anti,,31,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
722,171901,nol-5,NucleOLar protein,Caenorhabditis elegans,Cel.17603,W01B11.3,,,increase,RNA interference in adulthood extended mean lifespan by 15%.,anti,,15,RNA interference,"2246: Chen et al. (2007) ""Longevity determined by developmental arrest genes in Caenorhabditis elegans.""  Aging Cell 6(4):525-533 (17521386)"
467,179095,npa-1,Nematode Polyprotein Allergen related,Caenorhabditis elegans,Cel.17242,VC5.3,,,increase,RNA interference in adulthood resulted in a 32% mean lifespan extension.,anti,,32,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
468,172611,npp-2,Nuclear Pore complex Protein,Caenorhabditis elegans,Cel.17609,T01G9.4,,,decrease,"RNA interference decreased median lifespan by 11% in wild type animals, 38% in a daf-2 background and 22% in daf-2/daf-16 double mutants.",pro,,11,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
469,174823,npp-3,Nuclear Pore complex Protein,Caenorhabditis elegans,Cel.6163,K12D12.2,,,decrease,"RNA interference decreased median lifespan by 14% in wild type animals, 36% in a daf-2 background and 11% in daf-2/daf-16 double mutants.",pro,,14,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
2220,180752,npr-1,NeuroPeptide Receptor family,Caenorhabditis elegans,,,,,increase,Worms with a loss of function mutation in npr-1 demonstrated a 15.6% increase in mean lifespan compared to control worms. Worms with an additional deletion mutation in gcy-35 demonstrated a 26.9% increase in mean lifespan compared to control worms. These extensions were dependent on gcy-33 activity.,anti,,16,Mutation,"4553: Abergel et al. (2017) ""Synergism between soluble guanylate cyclase signaling and neuropeptides extends lifespan in the nematode Caenorhabditis elegans.""  Aging Cell 16(2):401-413 (28054425)"
472,179503,nrx-1,GLIoTactin (Drosophila neuroligin-like) homolog,Caenorhabditis elegans,Cel.4641,C29A12.4,,,decrease,Mutation reduced maximum lifespan by 40%.,anti,40,,Mutation,"2283: Shen et al. (2007) ""Involvement of genes required for synaptic function in aging control in C. elegans.""  Neurosci Bull 23(1):21-29 (17592521)"
780,191128,nstp-3,Protein NSTP-3,Caenorhabditis elegans,Cel.1391,ZC250.3,,,decrease,"RNA interference decreased median lifespan by 29% in wild type animals, 41% in a daf-2 background and 25% in daf-2/daf-16 double mutants.",pro,,29,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
